Date,Open,High,Low,Close,Volume,ema20,ema50,ema200,ema20_dist,ema50_dist,ema200_dist,rsi14,macd,macd_signal,macd_hist,bb_mid,bb_up,bb_low,bbp,atr14,atr_pct,adx14,ret_1d,vol_10,mom_3,mom_7,mom_14,future_ret,target
2020-01-27,8597.30859375,8977.7265625,8597.30859375,8909.8193359375,28647338393,8425.278162971574,7976.077155258643,7455.155824975984,0.05751040661131479,0.11706784707608286,0.1951218116847615,54.60031969834576,264.0857857371793,300.73967295980077,-36.65388722262145,8512.361401367187,9161.08672909528,7863.636073639094,0.8063376112986483,299.31051199776783,0.033593331212733744,41.72400650869738,0.036407519395889265,0.020177999658651892,0.05498648550986496,0.02912764710911797,0.09400868501155024,0.0542161008937756,1
2020-01-28,8912.5244140625,9358.58984375,8908.447265625,9358.58984375,34398744403,8514.164989712377,8030.293339121049,7474.095466953835,0.09917882200520389,0.16541070774561994,0.25213678165181563,62.02568814224858,307.0790756426941,302.00755349637944,5.071522146314635,8576.29775390625,9290.652447471102,7861.9430603413975,1.047551585291523,278.7079380580357,0.029780975842655058,39.12928305016595,0.05036808165148732,0.0252366752907297,0.11839868843214507,0.07005519107402636,0.060131326157008,-0.0015199522163586998,0
2020-01-29,9357.470703125,9406.431640625,9269.4677734375,9316.6298828125,30682598115,8590.590217626674,8080.73790946189,7492.429142733524,0.08451569063276887,0.1529429598135439,0.24347253812178704,61.02075256151655,333.9165671389801,308.3893562248996,25.527210914080513,8648.17568359375,9356.716624313452,7939.634742874049,0.9717117676642409,271.85323660714283,0.029179353481526938,36.63263946074187,-0.004483577295090302,0.02329589791594055,0.08372851366680623,0.07323614667073608,0.05786516623441984,-0.002480338784320635,0
2020-01-30,9316.0166015625,9553.1259765625,9230.8974609375,9508.9931640625,32378792851,8678.057164906277,8136.747919446228,7512.494456378588,0.09575138574985376,0.1686478748268343,0.2657570956326971,63.90778677690681,366.48299382821824,320.00808374556334,46.4749100826549,8715.297631835938,9480.685335569444,7949.909928102432,1.0184924766591967,278.12918526785717,0.02924906774767654,33.75075391965925,0.02064730312029206,0.02320042631337183,0.06724870679568662,0.13114560041783063,0.09000759753802612,-0.03449684606749226,0
2020-01-31,9508.3134765625,9521.7060546875,9230.7763671875,9350.529296875,29432489719,8742.102129855679,8184.347189149317,7530.783360264125,0.06959735289999025,0.1424893251439514,0.24164098866695483,59.96750552820978,375.1805638651913,331.04257976948895,44.137984095702336,8780.947216796874,9527.546832301521,8034.347601292228,0.881450826018126,278.85232979910717,0.029822090380733975,30.657917479222732,-0.016664631518128026,0.02450465135257036,-0.0008612992993152213,0.10716970441569695,0.04720454844977251,0.028115470568907952,0
2020-02-01,9346.357421875,9439.3232421875,9313.2392578125,9392.875,25922656496,8804.080498440851,8231.740436633658,7549.311635286373,0.0668774554779934,0.14105577943140113,0.24420284309056672,60.66543506268355,381.09734219056554,341.0535322537043,40.04380993686124,8840.966259765624,9581.666983132422,8100.265536398827,0.8725585265569322,274.65359933035717,0.029240631790623976,27.374652895134997,0.00452869583961979,0.024058528595554046,0.0081837658194579,0.12249593752873844,0.0503271876538367,0.035870461154066335,1
2020-02-02,9389.8203125,9468.7978515625,9217.82421875,9344.365234375,30835736946,8855.536187577438,8275.372781643122,7567.172865128051,0.055200389501348646,0.1291775586355668,0.2348555267498671,59.38810566275719,377.52028017693556,348.34688183835055,29.173398338585002,8900.9748046875,9599.414023590662,8202.535585784337,0.817415186380718,253.70298549107142,0.027150371280199686,25.926926379224344,-0.0051645279666768795,0.020766195779749606,-0.017312866551390638,0.08695474372026202,0.07329452692846306,0.04832624942128594,1
2020-02-03,9344.68359375,9540.3720703125,9248.6337890625,9293.521484375,30934096509,8897.24907298673,8315.300181750255,7584.350463329513,0.04453875665810103,0.11764112915269909,0.22535496339592465,58.009457403631544,366.35960161723233,351.9494257941269,14.41017582310542,8924.262646484374,9642.17258648447,8206.352706484278,0.7571762956023261,261.3187779017857,0.028118380997034915,25.69548820516618,-0.005441113304621492,0.021280990882717756,-0.006096747113455092,0.04306508740192383,0.07344711917960844,0.06150495882653462,1
2020-02-04,9292.841796875,9331.265625,9112.8115234375,9180.962890625,29893183716,8924.269436571327,8349.24773896103,7600.237154148374,0.028763525785287625,0.0996155794710516,0.20798373845661255,54.967283436642916,344.4614089238203,350.4518224200656,-5.99041349624531,8942.96025390625,9667.132665085974,8218.787842726528,0.6643273294069764,261.8379603794643,0.028519662207417928,25.777868881179092,-0.012111511652417528,0.021558719743319785,-0.022560942136992113,-0.01898009808001422,0.049745438596412894,0.10191860577668677,1
2020-02-05,9183.416015625,9701.2998046875,9163.7041015625,9613.423828125,35222060874,8989.903188147868,8398.823271869422,7620.268862347147,0.06935788149522804,0.14461556303056144,0.26155966433498445,62.99661826344816,357.87752750962136,351.9369634379768,5.940564071644587,8987.442138671875,9759.975601134205,8214.908676209545,0.9051485921774222,289.0771484375,0.030070155399970704,27.176256250048198,0.047104093835473426,0.023878787472509887,0.028793672657423164,0.03185636319631313,0.10742554715449071,0.025296658542041106,0
