Date,Close,future_ret,target,proba,ema20_dist,ema50_dist,ema200_dist,rsi14,macd,macd_signal,macd_hist,bbp,atr_pct,adx14,ret_1d,vol_10,mom_3,mom_7,mom_14
2020-01-27,8909.8193359375,0.0542161008937756,1,0.3677941950822631,0.05751040661131479,0.11706784707608286,0.1951218116847615,54.60031969834576,264.0857857371793,300.73967295980077,-36.65388722262145,0.8063376112986483,0.033593331212733744,41.72400650869738,0.036407519395889265,0.020177999658651892,0.05498648550986496,0.02912764710911797,0.09400868501155024
2020-01-28,9358.58984375,-0.0015199522163586998,0,0.30359337979225404,0.09917882200520389,0.16541070774561994,0.25213678165181563,62.02568814224858,307.0790756426941,302.00755349637944,5.071522146314635,1.047551585291523,0.029780975842655058,39.12928305016595,0.05036808165148732,0.0252366752907297,0.11839868843214507,0.07005519107402636,0.060131326157008
2020-01-29,9316.6298828125,-0.002480338784320635,0,0.36833397570059956,0.08451569063276887,0.1529429598135439,0.24347253812178704,61.02075256151655,333.9165671389801,308.3893562248996,25.527210914080513,0.9717117676642409,0.029179353481526938,36.63263946074187,-0.004483577295090302,0.02329589791594055,0.08372851366680623,0.07323614667073608,0.05786516623441984
2020-01-30,9508.9931640625,-0.03449684606749226,0,0.3671113876921948,0.09575138574985376,0.1686478748268343,0.2657570956326971,63.90778677690681,366.48299382821824,320.00808374556334,46.4749100826549,1.0184924766591967,0.02924906774767654,33.75075391965925,0.02064730312029206,0.02320042631337183,0.06724870679568662,0.13114560041783063,0.09000759753802612
2020-01-31,9350.529296875,0.028115470568907952,0,0.375773232930082,0.06959735289999025,0.1424893251439514,0.24164098866695483,59.96750552820978,375.1805638651913,331.04257976948895,44.137984095702336,0.881450826018126,0.029822090380733975,30.657917479222732,-0.016664631518128026,0.02450465135257036,-0.0008612992993152213,0.10716970441569695,0.04720454844977251
2020-02-01,9392.875,0.035870461154066335,1,0.4284547876413409,0.0668774554779934,0.14105577943140113,0.24420284309056672,60.66543506268355,381.09734219056554,341.0535322537043,40.04380993686124,0.8725585265569322,0.029240631790623976,27.374652895134997,0.00452869583961979,0.024058528595554046,0.0081837658194579,0.12249593752873844,0.0503271876538367
2020-02-02,9344.365234375,0.04832624942128594,1,0.4327909716525676,0.055200389501348646,0.1291775586355668,0.2348555267498671,59.38810566275719,377.52028017693556,348.34688183835055,29.173398338585002,0.817415186380718,0.027150371280199686,25.926926379224344,-0.0051645279666768795,0.020766195779749606,-0.017312866551390638,0.08695474372026202,0.07329452692846306
2020-02-03,9293.521484375,0.06150495882653462,1,0.4049801725528017,0.04453875665810103,0.11764112915269909,0.22535496339592465,58.009457403631544,366.35960161723233,351.9494257941269,14.41017582310542,0.7571762956023261,0.028118380997034915,25.69548820516618,-0.005441113304621492,0.021280990882717756,-0.006096747113455092,0.04306508740192383,0.07344711917960844
2020-02-04,9180.962890625,0.10191860577668677,1,0.3716145032377793,0.028763525785287625,0.0996155794710516,0.20798373845661255,54.967283436642916,344.4614089238203,350.4518224200656,-5.99041349624531,0.6643273294069764,0.028519662207417928,25.777868881179092,-0.012111511652417528,0.021558719743319785,-0.022560942136992113,-0.01898009808001422,0.049745438596412894
2020-02-05,9613.423828125,0.025296658542041106,0,0.35428649825722397,0.06935788149522804,0.14461556303056144,0.26155966433498445,62.99661826344816,357.87752750962136,351.9369634379768,5.940564071644587,0.9051485921774222,0.030070155399970704,27.176256250048198,0.047104093835473426,0.023878787472509887,0.028793672657423164,0.03185636319631313,0.10742554715449071
2020-02-06,9729.8017578125,0.04917207793348344,1,0.5785810768527327,0.07388573093730244,0.15131705725169797,0.2733243897318085,64.81473065652978,373.59406463870073,356.26838367812155,17.325680960579177,0.919737400226601,0.029201677657006337,31.393792657485882,0.012105773319493585,0.02241386835130429,0.04694455962371302,0.02322102770927481,0.1574119637483573
2020-02-07,9795.943359375,0.054115393349806196,1,0.5936953503290358,0.07289026037995772,0.15195426514077326,0.2783933584906091,65.84194530479036,386.926361777425,362.39997929798227,24.526382479442702,0.9033931100404289,0.027990151774799955,35.81699344430807,0.006797836503646293,0.017706645208055975,0.06698431047771458,0.04763517105377768,0.15990992267109916
2020-02-08,9865.119140625,0.03540360103196605,1,0.6103325884274116,0.07224948893629057,0.15285139255689417,0.283749550374955,66.92938854520837,398.48077243565785,369.6161379255174,28.864634510140434,0.8893598969858378,0.02805167534977287,40.13469880886195,0.007061676319697785,0.01744255690831501,0.026181651511466786,0.050276847144777204,0.17893149420050425
2020-02-09,10116.673828125,0.019318838002778893,0,0.4937094603765939,0.08925971986018522,0.17385885384333188,0.3123516778283224,70.59538462796596,423.0593225532393,380.30477485106184,42.75454770217749,0.9520428314119084,0.027369267424747074,43.93943671221954,0.02549940694219166,0.017907707272973757,0.03976155732071951,0.08264965831054183,0.17679118188776433
2020-02-10,9856.611328125,0.0033290829343011197,0,0.31255344119875644,0.05510319750444426,0.13727512415493726,0.27508103529014694,62.83979957408532,416.7491060065786,387.5936410821652,29.155464924413366,0.7916935006755496,0.028093608987916723,45.84384494853742,-0.025706324471686526,0.01922760855361441,0.006193172676109748,0.060589502557960584,0.10626388218318206
2020-02-11,10208.236328125,-0.02682174722196018,0,0.3078356248661642,0.08317564854987136,0.16968847124631092,0.3163694392618399,67.96437767845268,435.10578414230986,397.09606969419417,38.00971444811569,0.9082104483653964,0.027339857557137685,47.332386987425366,0.03567402510806805,0.02124044527520012,0.034780845786953396,0.11189168823991058,0.09078787494276441
2020-02-12,10326.0546875,-0.06158325988189761,0,0.3596022589055721,0.08578334657633757,0.17474919691496615,0.3271837686054655,69.48296681232031,453.92794201483593,408.46244415832257,45.465497856513366,0.9204574348476764,0.02740324676061605,49.05989624942218,0.011541499979814906,0.020744758012645234,0.020696610658031522,0.07412872584376551,0.10834656065383763
